,Unnamed: 0,index,topic,label,text,text_prepro,labels,scores
1140,3870,7741,volet,neutre,"🌬️ Il fait froid ce soir, j'ai fermé les volets pour garder la chaleur à l'intérieur. Quelqu'un a déjà vu les volets verts de la maison du coin ?"," il fait froid ce soir, j'ai fermé les volets pour garder la chaleur à l'intérieur. quelqu'un a déjà vu les volets verts de la maison du coin ?","['dispositif', 'couleur', 'volet', 'symptôme', 'précaution', 'nature', 'morceau', 'sensation', 'phrase', 'déficite', 'ultérieur', 'bizarre', 'malaise']","[0.8696351051330566, 0.8054743409156799, 0.799166738986969, 0.7454861402511597, 0.7383588552474976, 0.6589243412017822, 0.6575270295143127, 0.6242606043815613, 0.5957255363464355, 0.5824031233787537, 0.5420016050338745, 0.5205851197242737, 0.505582332611084]"
1141,3908,7809,réforme des retraite,neutre,🎙️ Quels sont les points de vue des experts et des acteurs clés dans le domaine des #rétraites ? Quel est leur avis sur les réformes envisagées ? 🧠 #Experts, quels sont les points de vue des experts et des acteurs clés dans le domaine des ? quel est leur avis sur les réformes envisagées ? ,"['dispositif', 'rénovation', 'critique']","[0.7848693132400513, 0.6798149347305298, 0.6505557894706726]"
1142,3930,7861,explosion,neutre,L'explosion d'un réservoir de gaz dans une usine a causé panique parmi les employés. On ne sait pas si quelqu'un est blessé.,l'explosion d'un réservoir de gaz dans une usine a causé panique parmi les employés. on ne sait pas si quelqu'un est blessé.,"['malaise', 'explosion', 'rage', 'épouvantable', 'dispositif', 'bizarre', 'sensation', 'épisode', 'centrale', 'excès', 'symptôme']","[0.9770953059196472, 0.9270891547203064, 0.8142133951187134, 0.7607439160346985, 0.751966118812561, 0.7359573841094971, 0.7305953502655029, 0.5949565768241882, 0.56906658411026, 0.551825761795044, 0.5282274484634399]"
1143,3948,7879,explosion,négatif,💥😱🌏 L'explosion à #Tel-Aviv a été un choc ! 💣🌌🔥 On a vraiment peur pour notre sécurité ! 😨 #Guerre #Paix, l'explosion à -aviv a été un choc ! on a vraiment peur pour notre sécurité ! ,"['explosion', 'symptôme', 'épouvantable', 'malaise', 'sensation', 'dispositif', 'violence', 'critique', 'morceau', 'bizarre', 'épisode', 'excès', 'phrase', 'consécutif', 'récit', 'contrevenant', 'brut', 'piège', 'france', 'internet', 'propagation', 'allure', 'terminal', 'concurrentiel', 'ultérieur', 'asile', 'centrale', 'registre', 'rage', 'crucial', 'humeur']","[0.9861024022102356, 0.946678638458252, 0.9391193985939026, 0.9309471249580383, 0.9073753356933594, 0.9010807871818542, 0.897470235824585, 0.8866731524467468, 0.8809518814086914, 0.8624274134635925, 0.8058005571365356, 0.7798612713813782, 0.7481274008750916, 0.7337325215339661, 0.6998378038406372, 0.6560243964195251, 0.652025043964386, 0.6341027021408081, 0.5982602834701538, 0.5937163829803467, 0.5558096766471863, 0.5506468415260315, 0.5477244257926941, 0.5462609529495239, 0.5400746464729309, 0.5323935151100159, 0.5299358367919922, 0.5137202739715576, 0.5125861167907715, 0.508700430393219, 0.5086720585823059]"
1144,3950,7911,papier toilette,positif,🚽 J'adore ce papier toilette enroulé dans ce magnifique paquet! 😍 C'est vraiment chouette ! 🌸, j'adore ce papier toilette enroulé dans ce magnifique paquet! c'est vraiment chouette ! ,"['papier toilette', 'bain', 'gentil', 'journal', 'cabine', 'dispositif', 'morceau', 'sensation', 'ménage', 'livraison', 'apte']","[0.9411925673484802, 0.8215104937553406, 0.8043177127838135, 0.7788825035095215, 0.7471738457679749, 0.7334349751472473, 0.6939330697059631, 0.6892415881156921, 0.6718495488166809, 0.5048746466636658, 0.5029214024543762]"
1145,3951,7912,papier toilette,positif,"💨 Quand on déplie ce papier toilette, ça sent vraiment bon! 🌹 C'est comme une petite fraîcheur dans la salle de bains. 😉"," quand on déplie ce papier toilette, ça sent vraiment bon! c'est comme une petite fraîcheur dans la salle de bains. ","['bien-être', 'papier toilette', 'sensation', 'gentil', 'bain', 'journal', 'dispositif', 'ménage', 'précaution', 'morceau', 'amélioration', 'cabine', 'phrase', 'apte']","[0.9769480228424072, 0.9669294953346252, 0.931805431842804, 0.8961657285690308, 0.8453817963600159, 0.8384168148040771, 0.8056146502494812, 0.7594538927078247, 0.7573742866516113, 0.7528706192970276, 0.7077333331108093, 0.655030369758606, 0.6116441488265991, 0.5734798908233643]"
1146,3965,7926,papier toilette,neutre,"🤔 Les inconvénients du papier toilette : il peut devenir moisi, et il peut être difficile à décomposer dans les réseaux d'égouts 😱 #PapierToilette #Toilettes"," les inconvénients du papier toilette : il peut devenir moisi, et il peut être difficile à décomposer dans les réseaux d'égouts ","['papier toilette', 'symptôme', 'cabine', 'bain', 'contrevenant', 'dépens', 'morceau', 'dérive', 'malaise']","[0.8365111947059631, 0.7877745032310486, 0.7818896770477295, 0.6777982115745544, 0.6438919305801392, 0.6093079447746277, 0.5449295043945312, 0.5222293734550476, 0.505052387714386]"
1147,3987,7978,violence,positif,"La violence, c'est une partie de notre histoire. Mais il faut apprendre à la gérer de manière responsable et positive.","la violence, c'est une partie de notre histoire. mais il faut apprendre à la gérer de manière responsable et positive.","['violence', 'volet', 'symptôme', 'morceau', 'dispositif', 'récit', 'éthique', 'crucial', 'registre', 'précaution', 'phrase', 'ultérieur', 'épisode', 'rappel']","[0.8461576104164124, 0.8127508759498596, 0.7736924290657043, 0.7549154758453369, 0.7472816705703735, 0.7372111678123474, 0.7040121555328369, 0.6334037780761719, 0.6207191348075867, 0.6018149852752686, 0.5379475355148315, 0.5244289040565491, 0.5100646615028381, 0.50667804479599]"
1148,3988,7979,violence,positif,"La violence, c'est un problème mondial. Il faut travailler ensemble pour trouver des solutions et des réponses.","la violence, c'est un problème mondial. il faut travailler ensemble pour trouver des solutions et des réponses.","['violence', 'symptôme', 'malaise', 'dispositif', 'rage', 'volet', 'morceau', 'crucial', 'phrase', 'répression', 'entraînement']","[0.9380857348442078, 0.8837741017341614, 0.7497004270553589, 0.7401157021522522, 0.7317245006561279, 0.692245602607727, 0.5975910425186157, 0.5852548480033875, 0.579136312007904, 0.5306162238121033, 0.5294657945632935]"
1149,4036,8057,police,négatif,"Quand j'ai vu la police, j'ai pensé : ""Oh là, ils sont en train de jouer à ""Cops and Robbers"" 😉","quand j'ai vu la police, j'ai pensé : ""oh là, ils sont en train de jouer à ""cops and robbers"" ","['police', 'bizarre', 'jeu vidéo', 'morceau', 'dispositif', 'phrase', 'sensation', 'contrevenant', 'piège', 'Copilot', 'malaise', 'symptôme', 'pervers', 'violence', 'excès', 'comté', 'cynique', 'ultérieur', 'dérive', 'humeur', 'décor', 'épouvantable', 'prétexte', 'répression', 'concurrentiel', 'voleur', 'sport', 'rappel', 'cabine', 'dépens', 'Covid', 'conviction', 'registre', 'critique', 'sanction']","[0.9764406085014343, 0.9665008783340454, 0.96486896276474, 0.9488394856452942, 0.9113054871559143, 0.9094834923744202, 0.8842125535011292, 0.8480113744735718, 0.8458080291748047, 0.8295572996139526, 0.8037206530570984, 0.7848233580589294, 0.7775439620018005, 0.7742570042610168, 0.7682721614837646, 0.7581445574760437, 0.7548919320106506, 0.7280391454696655, 0.7273755073547363, 0.7144361138343811, 0.7133378386497498, 0.6872942447662354, 0.6694130897521973, 0.6564380526542664, 0.6541308164596558, 0.6355685591697693, 0.6215770244598389, 0.6149935722351074, 0.6056776642799377, 0.601344645023346, 0.5704692602157593, 0.5683794617652893, 0.5469655990600586, 0.5424930453300476, 0.5195183157920837]"
1150,4086,8167,couleur,neutre,🐦 Les perroquets sont des maîtres de la couleur. Leurs plumes sont un mélange de nuances vives qui font rêver les oiseaux et les amateurs de nature. #couleur #perroquets, les perroquets sont des maîtres de la couleur. leurs plumes sont un mélange de nuances vives qui font rêver les oiseaux et les amateurs de nature. ,"['nature', 'couleur', 'sensation', 'morceau', 'crucial', 'michelin', 'rappel', 'consécutif']","[0.9494587779045105, 0.9385971426963806, 0.8064707517623901, 0.5392988920211792, 0.5286018252372742, 0.5216532349586487, 0.5110309720039368, 0.5030233860015869]"
1151,4108,8219,League of legends,positif,"Les events spéciaux de League of legends sont vraiment cool, je suis impatient de voir ce qu'ils ont en store pour nous cette fois !","les events spéciaux de league of legends sont vraiment cool, je suis impatient de voir ce qu'ils ont en store pour nous cette fois !","['League of legends', 'clause', 'gentil', 'lepen', 'épisode', 'dispositif', 'jeu vidéo', 'morceau', 'sensation', 'amélioration', 'volet']","[0.9834955930709839, 0.9688389301300049, 0.9509050846099854, 0.8178151249885559, 0.7851941585540771, 0.7680427432060242, 0.7544874548912048, 0.7508214712142944, 0.6099046468734741, 0.5816525816917419, 0.5566092729568481]"
1152,4137,8278,tapis de souris,positif,"Tapis de souris, tapis de souris... Mais j'adore quand ils sont en forme de coeur! 💗🧶 Ils donnent un petit coup de cœur à ma chambre. 🥰","tapis de souris, tapis de souris... mais j'adore quand ils sont en forme de coeur! ils donnent un petit coup de cœur à ma chambre. ","['tapis de souris', 'sensation', 'morceau', 'dispositif', 'pôle', 'décor', 'conception', 'gentil', 'crucial', 'rappel', 'bien-être', 'consécutif']","[0.9462414979934692, 0.8716500997543335, 0.8372690677642822, 0.8098470568656921, 0.8064935207366943, 0.8064644932746887, 0.6568402647972107, 0.6464205980300903, 0.6079605221748352, 0.585175096988678, 0.5095763206481934, 0.5075600147247314]"
1153,4189,8360,alienware,négatif,"Alienware, c'est juste une façon de dire que les joueurs sont pas normaux. On est des êtres qui cherchons à s'évader, à trouver notre propre réalité, notre propre monde. Mais on est tous prisonniers de ce monde. 🔐","alienware, c'est juste une façon de dire que les joueurs sont pas normaux. on est des êtres qui cherchons à s'évader, à trouver notre propre réalité, notre propre monde. mais on est tous prisonniers de ce monde. ","['alienware', 'otage', 'phrase', 'bizarre', 'dispositif', 'dérive', 'symptôme', 'contrevenant', 'jeu vidéo', 'informatique', 'malaise', 'morceau', 'ordinateur', 'piège', 'cynique', 'prétexte', 'ultérieur', 'critique', 'rappel']","[0.9774357080459595, 0.9639801383018494, 0.9043755531311035, 0.902275800704956, 0.8806368112564087, 0.8375598192214966, 0.8278319835662842, 0.8247641921043396, 0.8147820234298706, 0.8006656169891357, 0.7908888459205627, 0.7276843786239624, 0.6902799010276794, 0.673582911491394, 0.6670243740081787, 0.6479480862617493, 0.5860966444015503, 0.5639241337776184, 0.5081428289413452]"
1154,4199,8400,asus,positif,"J'adore leur style, leur innovation, leur créativité ! Asus, c'est juste super ! 😍","j'adore leur style, leur innovation, leur créativité ! asus, c'est juste super ! ","['asus', 'progrès', 'gentil', 'morceau', 'dispositif', 'amélioration', 'apte', 'ordinateur', 'crucial', 'phrase', 'allure', 'conviction', 'consécutif', 'modernité']","[0.984541118144989, 0.8394836187362671, 0.8236516714096069, 0.8012215495109558, 0.7522993683815002, 0.6848464012145996, 0.6334847211837769, 0.6302351951599121, 0.6150111556053162, 0.59937983751297, 0.5676526427268982, 0.5637854337692261, 0.5566630363464355, 0.5108973979949951]"
1155,4203,8404,asus,neutre,"😢 Mon #Asus s'est arrêté de fonctionner, j'ai besoin d'un support ! Où puis-je trouver l'assistance ?"," mon s'est arrêté de fonctionner, j'ai besoin d'un support ! où puis-je trouver l'assistance ?","['dispositif', 'service client', 'remplacement', 'ordinateur', 'morceau', 'symptôme', 'consultatif', 'dérive', 'malaise', 'melenchon', 'dassault', 'informatique', 'cabine', 'allure', 'serveur', 'phrase', 'contrevenant', 'déficite', 'michelin', 'technologie', 'ultérieur', 'lepen', 'pôle', 'internet', 'biden', 'humeur', 'prédécesseur', 'précaution', 'épisode', 'volet', 'otage', 'crucial', 'consécutif', 'inverse', 'bizarre', 'conviction', 'terminal', 'espace']","[0.952730119228363, 0.8970816135406494, 0.8645706176757812, 0.859103798866272, 0.8511086702346802, 0.8222987055778503, 0.8218352198600769, 0.8124375939369202, 0.8107823729515076, 0.7919739484786987, 0.7490642666816711, 0.7453697919845581, 0.7411352396011353, 0.7217036485671997, 0.7044200897216797, 0.7017486691474915, 0.7014772295951843, 0.6979825496673584, 0.6753062009811401, 0.6707066893577576, 0.6663750410079956, 0.6638872027397156, 0.6582738161087036, 0.6526539325714111, 0.6350376605987549, 0.6342700719833374, 0.6340475082397461, 0.6214812994003296, 0.6191640496253967, 0.6085093021392822, 0.6046751141548157, 0.6031215786933899, 0.5889744162559509, 0.5728530883789062, 0.5517936944961548, 0.5292757749557495, 0.5140872001647949, 0.500023603439331]"
1156,4213,8414,asus,négatif,"😖 C'est vraiment trop, Asus. Les bugs dans ton interface sont devenus une partie intégrante de ton système ? 😖"," c'est vraiment trop, asus. les bugs dans ton interface sont devenus une partie intégrante de ton système ? ","['asus', 'dispositif', 'technologique', 'bizarre', 'symptôme', 'technologie', 'informatique', 'morceau', 'cynique', 'malaise', 'contrevenant', 'ordinateur', 'critique', 'dérive', 'phrase', 'excès', 'consécutif', 'épouvantable', 'rappel', 'déficite', 'conviction', 'crucial']","[0.9446467757225037, 0.923961341381073, 0.8605470657348633, 0.8604397773742676, 0.8478928208351135, 0.8441134095191956, 0.8005061745643616, 0.7900893092155457, 0.7526670694351196, 0.7482190132141113, 0.7423627972602844, 0.7296775579452515, 0.7288159132003784, 0.7178554534912109, 0.6928156018257141, 0.6809037923812866, 0.6096858978271484, 0.5991911292076111, 0.5903187394142151, 0.5441877841949463, 0.529320478439331, 0.5219117403030396]"
1157,4221,8452,dell,positif,"Dell, c'est aussi le nom d'un personnage de jeu vidéo que j'adore ! Il est si cool et puissant, je vais devoir lui acheter un nouveau portable Dell ! 🕹️📱💣","dell, c'est aussi le nom d'un personnage de jeu vidéo que j'adore ! il est si cool et puissant, je vais devoir lui acheter un nouveau portable dell ! ","['jeu vidéo', 'dell', 'gentil', 'technologie']","[0.989504337310791, 0.979926586151123, 0.7636622786521912, 0.6947511434555054]"
1158,4280,8571,arbre,positif,"L'arbre, c'est l'amour, c'est la vie. 🌳💖☘️","l'arbre, c'est l'amour, c'est la vie. ","['arbre', 'nature', 'bien-être', 'crucial', 'conviction', 'gentil', 'morceau', 'dispositif', 'registre', 'phrase', 'rappel', 'sensation']","[0.9414567947387695, 0.8998478651046753, 0.8138208389282227, 0.7092323899269104, 0.6687060594558716, 0.648847758769989, 0.6221531629562378, 0.6100249886512756, 0.6005086302757263, 0.5989965200424194, 0.5821150541305542, 0.5241186022758484]"
1159,4296,8587,arbre,neutre,"Un arbre magique est un arbre qui a des pouvoirs spéciaux. Dans les contes de fées, les arbres magiques sont souvent les gardiens d'un trésor.","un arbre magique est un arbre qui a des pouvoirs spéciaux. dans les contes de fées, les arbres magiques sont souvent les gardiens d'un trésor.","['arbre', 'nature', 'dispositif']","[0.8353236317634583, 0.7452034950256348, 0.6890674233436584]"
1160,4323,8644,nature,neutre,"J'ai toujours vécu en ville, mais j'adore les week-ends en nature, pour respirer un air frais. 🏞️🌬️","j'ai toujours vécu en ville, mais j'adore les week-ends en nature, pour respirer un air frais. ","['nature', 'sensation', 'phrase', 'morceau', 'bien-être', 'précaution', 'consécutif', 'prédécesseur', 'dispositif', 'humeur', 'rappel', 'épisode', 'allure', 'urbain', 'apte', 'registre', 'clause']","[0.9536935091018677, 0.8376498222351074, 0.7644293904304504, 0.7491806149482727, 0.6623350381851196, 0.6349672079086304, 0.6253976821899414, 0.6104151606559753, 0.6095154881477356, 0.6038528680801392, 0.6027113199234009, 0.5672227144241333, 0.564238429069519, 0.5583661794662476, 0.5475742816925049, 0.5424777865409851, 0.5200302600860596]"
1161,4353,8704,quantique,neutre,"La méthode des moyennes, en physique quantique, permet de calculer les propriétés d'un système à partir de mesures de ses observables. 📊 #quantique #méthodedesmoyennes","la méthode des moyennes, en physique quantique, permet de calculer les propriétés d'un système à partir de mesures de ses observables. ","['science', 'quantique', 'physique', 'dispositif', 'progrès', 'rappel']","[0.9288005232810974, 0.9210482835769653, 0.9172142148017883, 0.8877628445625305, 0.7618498206138611, 0.5105264186859131]"
1162,4385,8766,cheval,neutre,Les chevaux ont une langue si longue ! 😱 J'ai toujours trouvé ça cool.,les chevaux ont une langue si longue ! j'ai toujours trouvé ça cool.,"['cheval', 'longueur', 'gentil', 'apte', 'dispositif', 'morceau', 'bien-être', 'aliment']","[0.9384641051292419, 0.9278570413589478, 0.9084280729293823, 0.6538729071617126, 0.6362762451171875, 0.6176742911338806, 0.5419909358024597, 0.519108235836029]"
1163,4457,8890,foot,négatif,Foot : la partie du jeu de l'oie où tout le monde se met à courir. #JeugedeSport #Foot,foot : la partie du jeu de l'oie où tout le monde se met à courir. ,"['foot', 'dispositif', 'sport', 'volet', 'morceau', 'sensation', 'épisode', 'registre']","[0.9238743782043457, 0.8864702582359314, 0.8788339495658875, 0.6877374053001404, 0.6826839447021484, 0.584841251373291, 0.5408249497413635, 0.5005534887313843]"
1164,4461,8924,sochaux,positif,"Sochaux, c'est aussi le nom d'une belle ville française, située dans le département du Jura. Elle est connue pour ses industries, son patrimoine et sa gastronomie. 🇫🇷🌭","sochaux, c'est aussi le nom d'une belle ville française, située dans le département du jura. elle est connue pour ses industries, son patrimoine et sa gastronomie. ","['sochaux', 'piège', 'france', 'pervers', 'symptôme', 'michelin', 'centrale', 'entraînement', 'otage', 'morceau', 'cynique', 'urbain']","[0.9644167423248291, 0.9463005661964417, 0.8906701803207397, 0.7881978154182434, 0.74723881483078, 0.7217237949371338, 0.7190452814102173, 0.6997354030609131, 0.6729544401168823, 0.6586483120918274, 0.575324535369873, 0.565973699092865]"
1165,4520,9043,twitch,positif,"J'adore twitch, ça me permet de regarder des streamers jouer au jeu que j'aime ! 😍","j'adore twitch, ça me permet de regarder des streamers jouer au jeu que j'aime ! ","['twitch', 'jeu vidéo', 'morceau', 'dispositif', 'gentil', 'sensation', 'technologie']","[0.9906195402145386, 0.9835797548294067, 0.767058789730072, 0.7408790588378906, 0.6316158175468445, 0.581220269203186, 0.5099918246269226]"
1166,4558,9111,zemmour,positif,"Zemmour, c'est pas mon idole, mais je comprends pourquoi il fascine certains. Il est sincère et ça compte. 😊 #Zemmour","zemmour, c'est pas mon idole, mais je comprends pourquoi il fascine certains. il est sincère et ça compte. ","['zemmour', 'conviction', 'morceau', 'sensation', 'phrase', 'crucial', 'france', 'rappel', 'dispositif', 'récit', 'registre']","[0.8968771696090698, 0.8428840637207031, 0.7853347659111023, 0.6732045412063599, 0.6324267983436584, 0.6222087740898132, 0.606046199798584, 0.5837644934654236, 0.5831504464149475, 0.5631439089775085, 0.5243445634841919]"
1167,4580,9163,lepen,positif,"Découvrez lepen, le nouvel album de ma fav' artiste ! 🎶🔥 Je l'ai déjà écouté 10 fois cette semaine ! 😍","découvrez lepen, le nouvel album de ma fav' artiste ! je l'ai déjà écouté 10 fois cette semaine ! ","['morceau', 'lepen', 'bébé', 'tribu', 'amélioration', 'rappel']","[0.9258764982223511, 0.873759925365448, 0.5995422601699829, 0.5455367565155029, 0.5418209433555603, 0.5036785006523132]"
1168,4622,9235,melenchon,neutre,"Melenchon a souvent été critiqué pour ses propos sur la #ClimateChange. Il affirme que l'on exagère et que la solution est la révolution. Je suis sceptique sur cette approche, mais je suis convaincu qu'il faut agir pour sauver notre planète.","melenchon a souvent été critiqué pour ses propos sur la . il affirme que l'on exagère et que la solution est la révolution. je suis sceptique sur cette approche, mais je suis convaincu qu'il faut agir pour sauver notre planète.","['melenchon', 'critique', 'cynique', 'michelin', 'contrevenant', 'lepen', 'phrase', 'rénovation', 'malaise', 'progrès', 'amélioration', 'dérive', 'symptôme', 'conviction', 'politique', 'Macron', 'excès', 'prétexte', 'crucial', 'pervers', 'remplacement', 'bizarre', 'sensation', 'dispositif', 'morceau', 'sanction']","[0.9861419796943665, 0.9859758019447327, 0.98337721824646, 0.9741449952125549, 0.9510878920555115, 0.9488953948020935, 0.9264288544654846, 0.9187811017036438, 0.9137184023857117, 0.9094170928001404, 0.8801193237304688, 0.8447324633598328, 0.8126557469367981, 0.775754988193512, 0.7630751132965088, 0.7402746081352234, 0.7225010395050049, 0.7149486541748047, 0.6957143545150757, 0.69535231590271, 0.6838740110397339, 0.6620503664016724, 0.6406620144844055, 0.6322783827781677, 0.6239678859710693, 0.5788642764091492]"
1169,4719,9422,technologie,neutre,"La #Technologie est une révolution. Elle a changé notre manière de vivre, de travailler et de communiquer. Elle offre des perspectives incroyables pour l'avenir. 🚀🌟","la est une révolution. elle a changé notre manière de vivre, de travailler et de communiquer. elle offre des perspectives incroyables pour l'avenir. ","['progrès', 'amélioration', 'modernité', 'rénovation', 'internet', 'dispositif', 'morceau', 'crucial', 'apte', 'michelin', 'allure', 'ultérieur', 'critique', 'consécutif', 'remplacement', 'informatique', 'phrase', 'humeur', 'conviction', 'rappel', 'propagation']","[0.9875406622886658, 0.9507669806480408, 0.937777042388916, 0.8479997515678406, 0.747058629989624, 0.7466486692428589, 0.7233428359031677, 0.7189462184906006, 0.703301727771759, 0.6853899955749512, 0.6719638705253601, 0.6656302809715271, 0.5904607772827148, 0.5433604717254639, 0.5244747400283813, 0.5222944617271423, 0.5194506645202637, 0.5186033844947815, 0.5132886171340942, 0.5064643621444702, 0.5019017457962036]"
1170,4761,9524,espace,positif,"Eh oui, l'espace, c'est pas juste un espace... C'est une dimension, une expérience, une vision du monde qui bouleverse nos représentations. Et les planètes, les étoiles, les trous noirs, c'est pas juste des choses à photographier, c'est de la poésie vivante !","eh oui, l'espace, c'est pas juste un espace... c'est une dimension, une expérience, une vision du monde qui bouleverse nos représentations. et les planètes, les étoiles, les trous noirs, c'est pas juste des choses à photographier, c'est de la poésie vivante !","['espace', 'science', 'sensation', 'dispositif', 'rappel', 'nature', 'morceau', 'crucial', 'physique', 'registre', 'conviction', 'apte']","[0.8903927206993103, 0.8576240539550781, 0.7647725939750671, 0.713055431842804, 0.6538307666778564, 0.6428527235984802, 0.624119758605957, 0.6120486855506897, 0.584528923034668, 0.5310388803482056, 0.5175365209579468, 0.5063564777374268]"
1171,4811,9604,barbecue,négatif,🍖🍖🍖 Barbecue : c'est juste un moyen pour les riches de s'amuser en dépensant notre argent ! #BarbecueScandale, barbecue : c'est juste un moyen pour les riches de s'amuser en dépensant notre argent ! ,"['barbecue', 'dispositif', 'dépens', 'aliment', 'bien-être', 'biden', 'morceau', 'prétexte', 'finance', 'excès', 'phrase', 'consécutif', 'humeur', 'symptôme', 'registre', 'clause', 'conviction', 'sensation', 'crucial', 'rappel']","[0.9764225482940674, 0.9461687803268433, 0.9028282165527344, 0.8971962332725525, 0.8863515257835388, 0.8843660354614258, 0.7956307530403137, 0.7249189019203186, 0.7106789946556091, 0.6991232633590698, 0.6715983748435974, 0.6210540533065796, 0.609401285648346, 0.600746750831604, 0.579455554485321, 0.5736730098724365, 0.5365962982177734, 0.5334382653236389, 0.5328742861747742, 0.5055434703826904]"
1172,4845,9668,ESA,négatif,"ESA, c'est juste une façon de gaspiller de l'argent, on pourrait utiliser ça pour des choses plus importantes.","esa, c'est juste une façon de gaspiller de l'argent, on pourrait utiliser ça pour des choses plus importantes.","['dépens', 'dispositif', 'ESA', 'symptôme', 'déficite', 'excès', 'dérive', 'morceau', 'phrase', 'piège', 'contrevenant', 'pervers', 'crucial', 'cynique', 'volet', 'clause', 'consécutif', 'finance', 'prétexte', 'coupe', 'inverse', 'épouvantable', 'bizarre', 'malaise', 'rappel', 'ultérieur']","[0.9867597222328186, 0.9597232341766357, 0.9422394037246704, 0.8783610463142395, 0.8725998401641846, 0.8721047639846802, 0.8448023200035095, 0.8136335611343384, 0.8076475858688354, 0.807628870010376, 0.8072412014007568, 0.7534559965133667, 0.6831120848655701, 0.6453100442886353, 0.6241989135742188, 0.621870219707489, 0.609363317489624, 0.6081785559654236, 0.6010046601295471, 0.5966801643371582, 0.5851889848709106, 0.566853404045105, 0.5429279804229736, 0.5341280698776245, 0.5272915959358215, 0.5117798447608948]"
1173,4855,9708,NASA,positif,🎉 Fêtez ce week-end avec @NASA ! Ils vont partager des photos incroyables de la Terre ! 🌍 #NASA #PlanetEarth, fêtez ce week-end avec ! ils vont partager des photos incroyables de la terre ! ,"['nature', 'bizarre', 'dispositif', 'sensation', 'crucial', 'rappel', 'morceau', 'conviction', 'humeur', 'ultérieur']","[0.9667089581489563, 0.698248028755188, 0.69098961353302, 0.6666857004165649, 0.6486141681671143, 0.5844907760620117, 0.582311749458313, 0.5648674964904785, 0.556406557559967, 0.5416513681411743]"
1174,4882,9765,BBC,positif,"Les émissions de la BBC sont juste top ! J'adore ""Top Gear"" et ""Drôle de jeu"" ! 🚗😂","les émissions de la bbc sont juste top ! j'adore ""top gear"" et ""drôle de jeu"" ! ","['BBC', 'jeu vidéo', 'gentil', 'morceau', 'épisode', 'dispositif', 'enregistrement', 'sensation']","[0.9282146692276001, 0.7964626550674438, 0.7442373037338257, 0.7298897504806519, 0.6409603953361511, 0.580501914024353, 0.5413060784339905, 0.5026428699493408]"
1175,4934,9847,littérature,négatif,"Quand je lis des livres étrangers, je découvre d'autres cultures, d'autres paysages, d'autres histoires. C'est une vraie aventure dans la diversité ! 🌍📚🌐 #Littérature #Diversité #Culture","quand je lis des livres étrangers, je découvre d'autres cultures, d'autres paysages, d'autres histoires. c'est une vraie aventure dans la diversité ! ",[],[]
1176,4936,9849,littérature,négatif,"J'adore les livres de science-fiction, ils m'offrent des mondes futuristes et imaginatifs où je peux m'évader. 🚀📚👩‍🎨 #Littérature #ScienceFiction #Futur","j'adore les livres de science-fiction, ils m'offrent des mondes futuristes et imaginatifs où je peux m'évader. ‍ ","['science', 'littérature', 'technologique', 'ultérieur', 'morceau']","[0.9245619177818298, 0.8693728446960449, 0.5395331978797913, 0.5186377763748169, 0.5001518726348877]"
1177,4948,9891,J K Rowling,positif,J'ai toujours été fascinée par la manière dont J.K. Rowling parle des thèmes sociaux et des défis dans ses histoires. Elle est vraiment une être humain exceptionnelle ! 💡🧙‍♀️,j'ai toujours été fascinée par la manière dont j.k. rowling parle des thèmes sociaux et des défis dans ses histoires. elle est vraiment une être humain exceptionnelle ! ‍,"['J K Rowling', 'récit', 'registre', 'morceau', 'crucial', 'conviction', 'urbain', 'volet']","[0.9811584949493408, 0.8912898898124695, 0.7643073797225952, 0.7189379930496216, 0.6899463534355164, 0.6816819310188293, 0.6469104886054993, 0.5758321285247803]"
1178,4956,9899,J K Rowling,neutre,J K Rowling est une amie et une mentor pour beaucoup. Son soutien et sa compréhension sont une source d'inspiration pour ceux qui l'entourent. 💗,j k rowling est une amie et une mentor pour beaucoup. son soutien et sa compréhension sont une source d'inspiration pour ceux qui l'entourent. ,"['J K Rowling', 'inspiration', 'gentil', 'morceau', 'apte', 'entraînement', 'bien-être']","[0.9712058305740356, 0.8100053071975708, 0.7830500602722168, 0.5665633678436279, 0.5625376105308533, 0.5595245361328125, 0.5137385725975037]"
1179,5041,10074,internet,neutre,"Moi, j'utilise l'internet pour travailler, étudier et rester informé des dernières tendances. C'est vraiment pratique ! 💻📚 #Internet","moi, j'utilise l'internet pour travailler, étudier et rester informé des dernières tendances. c'est vraiment pratique ! ","['internet', 'informatique', 'technologie', 'technologique', 'ordinateur', 'dispositif', 'progrès', 'morceau', 'gentil', 'amélioration', 'phrase', 'crucial', 'apte', 'modernité', 'entraînement', 'volet', 'rappel', 'ultérieur', 'consécutif']","[0.9906284213066101, 0.9844890832901001, 0.9773277640342712, 0.9725492596626282, 0.9560486078262329, 0.9458534121513367, 0.8510836362838745, 0.7692326903343201, 0.7312464118003845, 0.7142780423164368, 0.672386646270752, 0.6181592345237732, 0.581067681312561, 0.5772789120674133, 0.5627105236053467, 0.5547050833702087, 0.5542540550231934, 0.5272195339202881, 0.5070011615753174]"
