,index,topic,label,text,text_prepro,labels,scores
3709,7399,plastique,négatif,"Plastique : on le trouve partout, même dans les endroits où on ne le trouve pas. C'est vraiment un ennui, non ?","plastique : on le trouve partout, même dans les endroits où on ne le trouve pas. c'est vraiment un ennui, non ?","['plastique', 'malaise', 'dispositif', 'épouvantable', 'morceau', 'bizarre', 'phrase', 'touriste']","[0.946637749671936, 0.8306701183319092, 0.6929638385772705, 0.6800684332847595, 0.6047411561012268, 0.577765166759491, 0.5483575463294983, 0.5175108909606934]"
3710,7400,plastique,négatif,"Plastique, c'est comme les gens : ils peuvent être très charmants, mais derrière leur facade, ils peuvent laisser planer un goût amer.","plastique, c'est comme les gens : ils peuvent être très charmants, mais derrière leur facade, ils peuvent laisser planer un goût amer.","['plastique', 'malaise', 'sensation', 'morceau', 'dispositif', 'gentil']","[0.9427023530006409, 0.7510138750076294, 0.7224353551864624, 0.5801799297332764, 0.570604145526886, 0.5399895906448364]"
3711,7401,plastique,négatif,"Plastique, c'est l'un des pires problèmes que nous ayons aujourd'hui. Il fait plus de mal que de bien, et il faut que les gens s'en aperçoivent.","plastique, c'est l'un des pires problèmes que nous ayons aujourd'hui. il fait plus de mal que de bien, et il faut que les gens s'en aperçoivent.","['épouvantable', 'plastique', 'malaise', 'symptôme', 'piège', 'carton', 'critique']","[0.922923743724823, 0.9160961508750916, 0.7053244113922119, 0.5977956056594849, 0.5467380285263062, 0.546261191368103, 0.5291033983230591]"
3712,7402,plastique,négatif,"Plastique, c'est une invention terrible. On aurait mieux fait de laisser les choses comme avant, quand on utilisait des matériaux naturels.","plastique, c'est une invention terrible. on aurait mieux fait de laisser les choses comme avant, quand on utilisait des matériaux naturels.","['épouvantable', 'plastique', 'symptôme', 'malaise', 'dispositif', 'conception', 'contrevenant', 'morceau', 'bizarre', 'pervers', 'phrase', 'dérive', 'critique', 'prédécesseur', 'excès', 'nature', 'dépens', 'cynique', 'violence', 'prétexte', 'piège']","[0.9315144419670105, 0.9205934405326843, 0.874183714389801, 0.7967593669891357, 0.7912026047706604, 0.7798455953598022, 0.7708964347839355, 0.7127816677093506, 0.6480419635772705, 0.6332417726516724, 0.6272203326225281, 0.621857762336731, 0.6172062158584595, 0.6147594451904297, 0.611268937587738, 0.6025732755661011, 0.588039755821228, 0.5766396522521973, 0.5533130168914795, 0.5458409190177917, 0.525912344455719]"
3713,7403,plastique,négatif,"Plastique, c'est une forme de pollution qui nous ronge lentement du dedans. Il faut que les gens se réveillent et comprennent la gravité de la situation.","plastique, c'est une forme de pollution qui nous ronge lentement du dedans. il faut que les gens se réveillent et comprennent la gravité de la situation.","['symptôme', 'plastique', 'dépens', 'dispositif', 'rappel', 'piège']","[0.7858752608299255, 0.7679265141487122, 0.6577873826026917, 0.6197517514228821, 0.6014462113380432, 0.538774847984314]"
3714,7404,plastique,négatif,"Plastique, c'est comme les politiciens : ils disent toujours des choses qui sonnent bien, mais en réalité, ils sont les responsables de notre détresse environnementale.","plastique, c'est comme les politiciens : ils disent toujours des choses qui sonnent bien, mais en réalité, ils sont les responsables de notre détresse environnementale.","['sensation', 'plastique', 'politique', 'nature', 'malaise', 'conviction', 'rappel']","[0.7798253893852234, 0.7767656445503235, 0.7630201578140259, 0.7371790409088135, 0.7283741235733032, 0.5551838874816895, 0.5325205326080322]"
3715,7405,plastique,négatif,"Plastique, c'est un ennemi silencieux, qui se cache partout et nous fait avancer sans le savoir vers un avenir plus sombre.","plastique, c'est un ennemi silencieux, qui se cache partout et nous fait avancer sans le savoir vers un avenir plus sombre.","['plastique', 'piège', 'clandestin', 'dispositif', 'malaise', 'solitude', 'contrevenant', 'cynique']","[0.8053024411201477, 0.7274637818336487, 0.6445158123970032, 0.627403199672699, 0.6132879257202148, 0.6088352203369141, 0.5417531728744507, 0.5051442384719849]"
3716,7406,plastique,négatif,"Plastique, c'est une menace qui pousse les animaux à la faim, à la soif et à la souffrance. Il est temps de prendre des mesures pour protéger notre faune et flore.","plastique, c'est une menace qui pousse les animaux à la faim, à la soif et à la souffrance. il est temps de prendre des mesures pour protéger notre faune et flore.","['plastique', 'précaution', 'symptôme', 'contrevenant', 'dispositif', 'nature', 'piège', 'dépens', 'morceau', 'aliment', 'malaise', 'crucial', 'phrase', 'critique', 'volet']","[0.9581348896026611, 0.9100854992866516, 0.8850963115692139, 0.8286998271942139, 0.8053842782974243, 0.7675033807754517, 0.703469455242157, 0.6697530150413513, 0.6277302503585815, 0.5982019305229187, 0.5288333892822266, 0.5276464819908142, 0.5239487886428833, 0.5035727024078369, 0.5024524927139282]"
3717,7407,plastique,négatif,"Plastique, c'est un problème qui nous met en garde : si nous ne changions pas nos comportements, nous finirons par nous détruire nous-mêmes.""'écriture pour un utilisateur négatif de Twitter qui souhaite exprimer son point de vue sur le thème ""plastique"" de manière authentique et informelle.","plastique, c'est un problème qui nous met en garde : si nous ne changions pas nos comportements, nous finirons par nous détruire nous-mêmes.""'écriture pour un utilisateur négatif de twitter qui souhaite exprimer son point de vue sur le thème ""plastique"" de manière authentique et informelle.","['précaution', 'plastique', 'malaise', 'symptôme', 'rappel', 'contrevenant', 'phrase', 'dispositif', 'critique', 'consultatif', 'piège', 'rejet', 'morceau', 'dépens', 'registre', 'sensation', 'sanction', 'prétexte', 'cynique', 'clause', 'dérive', 'ultérieur', 'déficite', 'pervers', 'tueur', 'concurrentiel', 'volet']","[0.9961330890655518, 0.9951490163803101, 0.994805634021759, 0.9946508407592773, 0.9634996056556702, 0.9560872912406921, 0.9559068083763123, 0.9244918823242188, 0.9201790690422058, 0.9097857475280762, 0.8911541700363159, 0.8274943232536316, 0.8222929835319519, 0.7821296453475952, 0.7473816871643066, 0.7396581768989563, 0.733669638633728, 0.7326685190200806, 0.7077926397323608, 0.68815678358078, 0.6776008009910583, 0.6177807450294495, 0.6078985333442688, 0.5670627951622009, 0.5401095747947693, 0.5247892737388611, 0.5036868453025818]"
3718,7438,conviction,positif,"La conviction, c'est comme l'amour : il faut la laisser naître naturellement, sans la forcer. #Conviction","la conviction, c'est comme l'amour : il faut la laisser naître naturellement, sans la forcer. ","['conviction', 'crucial', 'stable', 'morceau', 'dispositif', 'phrase', 'apte']","[0.8936688303947449, 0.6802065372467041, 0.6543530225753784, 0.6024147868156433, 0.592631995677948, 0.5137182474136353, 0.501107394695282]"
3719,7439,conviction,positif,"J'ai toujours admiré les gens qui ont la conviction de leur cause, même si ça les met en porte-à-faux. #Conviction","j'ai toujours admiré les gens qui ont la conviction de leur cause, même si ça les met en porte-à-faux. ","['conviction', 'dispositif', 'politique', 'défense']","[0.7773808836936951, 0.6339855194091797, 0.5863129496574402, 0.5754420161247253]"
3720,7440,conviction,positif,"Quand tu as la conviction, rien ni personne ne peut t'en empêcher. C'est ça le génie de la foi. #Conviction","quand tu as la conviction, rien ni personne ne peut t'en empêcher. c'est ça le génie de la foi. ","['conviction', 'crucial', 'éthique', 'dispositif', 'apte', 'précaution']","[0.846035897731781, 0.6758382320404053, 0.6116974949836731, 0.5364087224006653, 0.5239958167076111, 0.510302722454071]"
3721,7441,conviction,positif,"La conviction, c'est ce qui te lie à toi-même, te permet de croire en toi et de t'élever au-dessus des défis. #Conviction","la conviction, c'est ce qui te lie à toi-même, te permet de croire en toi et de t'élever au-dessus des défis. ","['conviction', 'correspondance', 'crucial', 'apte', 'morceau', 'dispositif', 'pôle', 'clause']","[0.9433914422988892, 0.752272367477417, 0.7239745855331421, 0.5825664401054382, 0.5655264258384705, 0.5578405857086182, 0.5202619433403015, 0.5003368854522705]"
3722,7442,conviction,positif,"J'ai toujours pensé que la conviction est un don, un mélange d'intelligence et de passion pour une idée. #Conviction","j'ai toujours pensé que la conviction est un don, un mélange d'intelligence et de passion pour une idée. ","['conviction', 'morceau', 'consultatif', 'apte', 'conception', 'dispositif', 'volet', 'registre']","[0.6899676322937012, 0.6036786437034607, 0.5661579966545105, 0.5622391700744629, 0.5593897104263306, 0.5514081716537476, 0.5103930234909058, 0.508866548538208]"
3723,7443,conviction,positif,"La conviction, c'est ce qui te différencie des autres, ce qui te permet de briller comme un soleil dans la nuit. #Conviction","la conviction, c'est ce qui te différencie des autres, ce qui te permet de briller comme un soleil dans la nuit. ","['conviction', 'crucial', 'dispositif', 'sensation', 'morceau', 'rappel', 'phrase', 'registre', 'apte', 'consécutif']","[0.9301422834396362, 0.8000736832618713, 0.7802678942680359, 0.6660975813865662, 0.6626928448677063, 0.6114326119422913, 0.5939503908157349, 0.5670791864395142, 0.5562155842781067, 0.5106470584869385]"
3724,7444,conviction,positif,"Quand tu as la conviction, rien ne peut t'arrêter. C'est ça la force de l'esprit. #Conviction","quand tu as la conviction, rien ne peut t'arrêter. c'est ça la force de l'esprit. ","['conviction', 'crucial', 'éthique', 'stable', 'apte', 'dispositif', 'sensation', 'morceau', 'progrès', 'consécutif', 'rappel', 'politique', 'phrase']","[0.9231677055358887, 0.7622288465499878, 0.7244805097579956, 0.7228924632072449, 0.6854743957519531, 0.6831846237182617, 0.6706539392471313, 0.6411384344100952, 0.5503791570663452, 0.53779137134552, 0.5324112176895142, 0.520830512046814, 0.5029804706573486]"
3725,7445,conviction,positif,"La conviction, c'est comme un amour secret, qu'il faut partager avec le monde pour que ça vive et prospère. #Conviction","la conviction, c'est comme un amour secret, qu'il faut partager avec le monde pour que ça vive et prospère. ","['conviction', 'bien-être', 'dispositif', 'morceau', 'crucial', 'stable', 'phrase', 'volet', 'apte', 'rappel', 'clause', 'consécutif']","[0.9585984945297241, 0.8172580599784851, 0.7696805000305176, 0.7319713234901428, 0.7303833961486816, 0.6951180696487427, 0.6915714740753174, 0.6605181694030762, 0.5958815813064575, 0.5395962595939636, 0.5261328220367432, 0.5034703016281128]"
3726,7446,conviction,positif,"Je crois en la conviction, c'est-à-dire en la capacité de chaque être humain de trouver sa voie et de s'y tenir. #Conviction","je crois en la conviction, c'est-à-dire en la capacité de chaque être humain de trouver sa voie et de s'y tenir. ","['conviction', 'stable', 'apte', 'précaution', 'éthique', 'dispositif']","[0.9355987310409546, 0.666353166103363, 0.5792665481567383, 0.5303817391395569, 0.5228527784347534, 0.516363263130188]"
3727,7447,conviction,positif,"La conviction, c'est ce qui nous lie tous ensemble, en tant qu'humains, en tant qu'amis, en tant qu'amoureux du même rêve. #Conviction","la conviction, c'est ce qui nous lie tous ensemble, en tant qu'humains, en tant qu'amis, en tant qu'amoureux du même rêve. ","['conviction', 'crucial', 'morceau', 'dispositif', 'volet', 'registre']","[0.9514926075935364, 0.6916654706001282, 0.5896265506744385, 0.5605709552764893, 0.5235767960548401, 0.507871687412262]"
3728,7448,conviction,neutre,"Faut pas croire tout ce qu'on te dit. Il faut avoir sa propre conviction, surtout en politique. #Conviction","faut pas croire tout ce qu'on te dit. il faut avoir sa propre conviction, surtout en politique. ","['politique', 'conviction', 'dispositif']","[0.9673852920532227, 0.8685624003410339, 0.5145050287246704]"
3729,7449,conviction,neutre,"Quand on a la conviction que l'on a raison, on est souvent trop fier pour écouter les autres. C'est dommage.","quand on a la conviction que l'on a raison, on est souvent trop fier pour écouter les autres. c'est dommage.","['conviction', 'dispositif', 'morceau', 'sensation', 'phrase', 'apte', 'volet', 'malaise', 'ultérieur', 'registre']","[0.9573565721511841, 0.6771132349967957, 0.6716727614402771, 0.6546709537506104, 0.630232572555542, 0.6104958057403564, 0.5904618501663208, 0.531974196434021, 0.5084999203681946, 0.5007297992706299]"
3730,7450,conviction,neutre,"Conviction : c'est pas juste ce qu'on pense, c'est aussi comment on le défend. Il faut être fier de ses idées, mais pas arrogant.","conviction : c'est pas juste ce qu'on pense, c'est aussi comment on le défend. il faut être fier de ses idées, mais pas arrogant.","['conviction', 'défense', 'politique', 'critique', 'sensation', 'morceau', 'éthique', 'phrase', 'crucial']","[0.9716744422912598, 0.9638503789901733, 0.9090245962142944, 0.7818048000335693, 0.719005286693573, 0.6854598522186279, 0.6403162479400635, 0.6382531523704529, 0.6370179057121277]"
3731,7451,conviction,neutre,"Dans la vie, il est important de trouver sa propre voie. Ne te laisse pas influencer par les autres trop much. Tu as ta conviction.","dans la vie, il est important de trouver sa propre voie. ne te laisse pas influencer par les autres trop much. tu as ta conviction.","['conviction', 'crucial']","[0.9255965948104858, 0.8047084808349609]"
3732,7452,conviction,neutre,"Aujourd'hui, j'ai vu un ami qui avait changé d'avis sur un sujet. C'est cool, car ça montre qu'on peut avoir la conviction et l'admettre.","aujourd'hui, j'ai vu un ami qui avait changé d'avis sur un sujet. c'est cool, car ça montre qu'on peut avoir la conviction et l'admettre.","['conviction', 'consultatif', 'rappel', 'remplacement', 'gentil']","[0.8829783201217651, 0.7006171941757202, 0.5843197703361511, 0.5623621940612793, 0.5573744177818298]"
3733,7453,conviction,neutre,"Conviction : c'est pas juste ce qu'on pense, c'est aussi comment on le défend. Il faut être fier de ses idées, mais pas arrogant.","conviction : c'est pas juste ce qu'on pense, c'est aussi comment on le défend. il faut être fier de ses idées, mais pas arrogant.","['conviction', 'défense', 'politique', 'critique', 'sensation', 'morceau', 'éthique', 'phrase', 'crucial']","[0.9716744422912598, 0.9638503789901733, 0.9090245962142944, 0.7818048000335693, 0.719005286693573, 0.6854598522186279, 0.6403162479400635, 0.6382531523704529, 0.6370179057121277]"
3734,7454,conviction,neutre,Faut pas confondre la conviction avec la fermeté. Il est important de rester ouvert à l'écoute et à l'échange de points de vue.,faut pas confondre la conviction avec la fermeté. il est important de rester ouvert à l'écoute et à l'échange de points de vue.,"['conviction', 'crucial', 'dispositif', 'précaution', 'politique']","[0.8901815414428711, 0.7926210761070251, 0.5403191447257996, 0.5359705090522766, 0.5009918212890625]"
3735,7455,conviction,neutre,"Quand tu as la conviction, il est difficile de t'imaginer vivre autrement. Mais il est important de rester flexible et d'adapter.","quand tu as la conviction, il est difficile de t'imaginer vivre autrement. mais il est important de rester flexible et d'adapter.","['conviction', 'crucial', 'dispositif', 'morceau', 'consultatif', 'ultérieur', 'apte', 'précaution', 'sensation', 'phrase', 'volet', 'stable']","[0.9419532418251038, 0.8364850878715515, 0.7210489511489868, 0.6690419912338257, 0.6249436736106873, 0.6102132797241211, 0.5772693753242493, 0.5562454462051392, 0.54766446352005, 0.5417782664299011, 0.5415648221969604, 0.5352569818496704]"
3736,7456,conviction,neutre,"Conviction, c'est aussi le droit de changer d'avis. Il n'est pas nécessaire de croire à tout ce qu'on a toujours cru. La vie est trop courte pour être figée.","conviction, c'est aussi le droit de changer d'avis. il n'est pas nécessaire de croire à tout ce qu'on a toujours cru. la vie est trop courte pour être figée.","['conviction', 'remplacement', 'légal', 'crucial', 'apte', 'éthique', 'rappel', 'consultatif', 'dispositif', 'morceau', 'clause']","[0.9328680634498596, 0.8148478865623474, 0.7215496301651001, 0.692821741104126, 0.6824291348457336, 0.6486138701438904, 0.6413513422012329, 0.6357035040855408, 0.6050140857696533, 0.594865620136261, 0.5025586485862732]"
3737,7457,conviction,neutre,"Fais ce que tu peux pour défendre ta conviction, mais ne te mets pas en colère contre les autres si ils ne pensent pas comme toi. C'est la diversité qui fait la richesse.","fais ce que tu peux pour défendre ta conviction, mais ne te mets pas en colère contre les autres si ils ne pensent pas comme toi. c'est la diversité qui fait la richesse.","['conviction', 'défense', 'politique', 'morceau', 'phrase', 'éthique', 'sensation', 'dispositif', 'crucial', 'volet', 'registre', 'apte']","[0.959703266620636, 0.9493177533149719, 0.9003453850746155, 0.6680128574371338, 0.6491518020629883, 0.634265661239624, 0.6312797665596008, 0.5846278667449951, 0.5646438002586365, 0.5493090152740479, 0.5291674733161926, 0.5166824460029602]"
3738,7458,conviction,négatif,"Conviction, c'est d'venir avec tout ce qu'on a, même si ça fait mal. On n'a pas toujours le choix, mais on peut toujours choisir de rester fidèle à soi.","conviction, c'est d'venir avec tout ce qu'on a, même si ça fait mal. on n'a pas toujours le choix, mais on peut toujours choisir de rester fidèle à soi.","['conviction', 'symptôme', 'ultérieur', 'rappel', 'sensation', 'dispositif', 'stable', 'progrès', 'malaise', 'crucial', 'morceau', 'phrase', 'éthique', 'précaution', 'apte', 'prédécesseur']","[0.9709292650222778, 0.8152570724487305, 0.8125566840171814, 0.8031946420669556, 0.7463645935058594, 0.6985366940498352, 0.6800510287284851, 0.6728459000587463, 0.6091395020484924, 0.6057748794555664, 0.6010457873344421, 0.5817757248878479, 0.5635976791381836, 0.5418537259101868, 0.5379955768585205, 0.53780198097229]"
3739,7459,conviction,négatif,"Quand on a conviction, on est comme une étoile filante. On ne bougera pas d'un pouce, même si les autres essaient de nous déstabiliser.","quand on a conviction, on est comme une étoile filante. on ne bougera pas d'un pouce, même si les autres essaient de nous déstabiliser.","['stable', 'conviction', 'précaution', 'dispositif', 'sensation', 'apte', 'pôle', 'volet', 'modernité', 'progrès', 'morceau', 'crucial', 'bien-être', 'rappel']","[0.9045915007591248, 0.8978907465934753, 0.6913266181945801, 0.6889917254447937, 0.6427152156829834, 0.638233482837677, 0.6057606339454651, 0.5996313691139221, 0.575951874256134, 0.5752737522125244, 0.5317622423171997, 0.5291399955749512, 0.5184788703918457, 0.5019116997718811]"
3740,7460,conviction,négatif,"Conviction, c'est aussi de savoir que ce qu'on pense peut être différent de ce que pense la majorité. Mais ça ne change pas l'importance de ce que l'on croit.","conviction, c'est aussi de savoir que ce qu'on pense peut être différent de ce que pense la majorité. mais ça ne change pas l'importance de ce que l'on croit.","['conviction', 'crucial']","[0.9480041861534119, 0.5432891249656677]"
3741,7461,conviction,négatif,"Je suis convaincu que les gens qui ont conviction, ils sont les seuls à pouvoir changer le monde. C'est quoi, la foi, sinon?","je suis convaincu que les gens qui ont conviction, ils sont les seuls à pouvoir changer le monde. c'est quoi, la foi, sinon?",['conviction'],[0.7914997339248657]
3742,7462,conviction,négatif,"Quand on a conviction, on est comme un arbre qui résiste au vent. Les orages passent, et nous restons là, fiers de nous être tenus debout.","quand on a conviction, on est comme un arbre qui résiste au vent. les orages passent, et nous restons là, fiers de nous être tenus debout.","['conviction', 'arbre', 'nature', 'stable', 'sensation', 'apte', 'précaution', 'dispositif', 'crucial', 'rappel', 'épisode', 'symptôme', 'morceau', 'défense', 'bien-être', 'consultatif', 'décor', 'humeur', 'progrès', 'consécutif', 'récit', 'allure', 'phrase', 'modernité', 'physique']","[0.9211849570274353, 0.9073980450630188, 0.9036470651626587, 0.8801503777503967, 0.7994394898414612, 0.7875988483428955, 0.7846871018409729, 0.7787564992904663, 0.6698052287101746, 0.6640706062316895, 0.6575965881347656, 0.6475790143013, 0.6403086185455322, 0.6312319040298462, 0.6004869937896729, 0.5755499601364136, 0.561763346195221, 0.5497289896011353, 0.5494533777236938, 0.5434850454330444, 0.5229554772377014, 0.5115916132926941, 0.5099585652351379, 0.5029307007789612, 0.5024465918540955]"
3743,7463,conviction,négatif,"Conviction, c'est de ne pas vouloir abandonner son idéal, même si ça veut dire faire des choix difficiles et être considéré comme ""drôle de"".","conviction, c'est de ne pas vouloir abandonner son idéal, même si ça veut dire faire des choix difficiles et être considéré comme ""drôle de"".","['cynique', 'conviction', 'bizarre', 'pervers', 'piège', 'politique', 'contrevenant', 'dérive', 'symptôme', 'critique', 'conception', 'morceau', 'malaise', 'dispositif', 'pôle', 'phrase']","[0.9164108037948608, 0.8972800374031067, 0.8135583996772766, 0.8127683997154236, 0.7726088166236877, 0.6810358166694641, 0.6561364531517029, 0.6546642780303955, 0.6403153538703918, 0.6285603642463684, 0.6079972982406616, 0.5948106646537781, 0.5778961181640625, 0.563603401184082, 0.5311456918716431, 0.5062112808227539]"
3744,7464,conviction,négatif,Je crois que la conviction est ce qui fait la différence entre les gens qui réussissent et ceux qui restent dans l'anonymat. C'est la clé pour sortir de l'ombre.,je crois que la conviction est ce qui fait la différence entre les gens qui réussissent et ceux qui restent dans l'anonymat. c'est la clé pour sortir de l'ombre.,"['conviction', 'crucial', 'consultatif', 'dispositif', 'morceau', 'apte', 'progrès']","[0.9524598121643066, 0.7968590259552002, 0.615875780582428, 0.59796541929245, 0.5783633589744568, 0.5603487491607666, 0.5201268792152405]"
3745,7465,conviction,négatif,"Quand on a conviction, on est comme un athlète qui court vers sa réussite. Les obstacles, ils ne sont pas des problèmes, mais des défis à relever.","quand on a conviction, on est comme un athlète qui court vers sa réussite. les obstacles, ils ne sont pas des problèmes, mais des défis à relever.","['sport', 'conviction', 'physique', 'entraînement', 'apte', 'progrès', 'sensation', 'crucial', 'actionnaire', 'dispositif', 'ultérieur', 'propagation', 'bien-être', 'morceau', 'pôle', 'rappel']","[0.9604112505912781, 0.9392151236534119, 0.8693733811378479, 0.8263241648674011, 0.8191668391227722, 0.8047976493835449, 0.6890780329704285, 0.6668493151664734, 0.6075202822685242, 0.6054645776748657, 0.5759798288345337, 0.5724303722381592, 0.5502514839172363, 0.5301864147186279, 0.5126389861106873, 0.5058388710021973]"
3746,7466,conviction,négatif,"Conviction, c'est de savoir que ce qu'on fait, c'est pour nous-mêmes et pour notre propre épanouissement. C'est la seule chose qui compte, dans cette vie incertaine.","conviction, c'est de savoir que ce qu'on fait, c'est pour nous-mêmes et pour notre propre épanouissement. c'est la seule chose qui compte, dans cette vie incertaine.","['conviction', 'bien-être', 'crucial', 'apte']","[0.8497382402420044, 0.7261421084403992, 0.6488528251647949, 0.5368169546127319]"
3747,7467,conviction,négatif,"Je suis convaincu que la conviction est la clé pour un avenir meilleur. Alors, qu'est-ce qui nous empêche de la chercher, de la trouver et de la partager avec les autres?","je suis convaincu que la conviction est la clé pour un avenir meilleur. alors, qu'est-ce qui nous empêche de la chercher, de la trouver et de la partager avec les autres?","['conviction', 'crucial', 'amélioration', 'progrès', 'apte', 'phrase', 'morceau', 'ultérieur']","[0.9683288335800171, 0.8439525365829468, 0.7213754057884216, 0.7139892578125, 0.5418291091918945, 0.5330467820167542, 0.516362726688385, 0.5068858861923218]"
3748,7498,inverse,positif,"Quand tu inverses les choses, tu découvres des perspectives incroyables ! 😱 #inverse","quand tu inverses les choses, tu découvres des perspectives incroyables ! ","['inverse', 'bizarre', 'dispositif', 'ultérieur', 'dérive', 'progrès', 'morceau', 'rappel', 'crucial', 'sensation', 'remplacement', 'phrase', 'apte', 'récit', 'conviction', 'concurrentiel', 'contrevenant']","[0.9522650837898254, 0.8053924441337585, 0.7844653129577637, 0.7751798629760742, 0.7562351822853088, 0.7485783696174622, 0.7367104291915894, 0.6675801873207092, 0.656139075756073, 0.6459733247756958, 0.6074663400650024, 0.5611448884010315, 0.5551154613494873, 0.5368191599845886, 0.52805495262146, 0.5049276351928711, 0.5004955530166626]"
3749,7499,inverse,positif,L'inverse est souvent plus simple que ce que l'on croit. Essaie de le voir en vertu. 🌈 #inverse,l'inverse est souvent plus simple que ce que l'on croit. essaie de le voir en vertu. ,"['inverse', 'précaution', 'éthique', 'amélioration', 'dispositif', 'apte']","[0.7387744784355164, 0.6292427778244019, 0.5960682034492493, 0.5787059664726257, 0.565976619720459, 0.5615008473396301]"
3750,7500,inverse,positif,"Dans la vie, il y a toujours deux faces à chaque chose. Inverse-les et découvre un nouveau monde ! 🌍 #inverse","dans la vie, il y a toujours deux faces à chaque chose. inverse-les et découvre un nouveau monde ! ","['inverse', 'dispositif', 'ultérieur', 'morceau', 'rappel']","[0.7767201662063599, 0.72373366355896, 0.5941972732543945, 0.5892898440361023, 0.5178036689758301]"
3751,7501,inverse,positif,Inverse-moi ceci : 'Je ne peux pas' ! 😏 Inverse-moi ceci : 'Je peux' ! 💪 #inverse,inverse-moi ceci : 'je ne peux pas' ! inverse-moi ceci : 'je peux' ! ,"['inverse', 'contrevenant', 'déficite', 'malaise', 'symptôme', 'rejet', 'bizarre', 'dépens', 'dérive']","[0.9131832122802734, 0.8384801149368286, 0.7223266959190369, 0.6819502711296082, 0.5924738049507141, 0.583819568157196, 0.5834348797798157, 0.5291871428489685, 0.5174292325973511]"
3752,7502,inverse,positif,L'inverse est une arme secrète pour réussir. Apprenez à inverser les problèmes pour en trouver les solutions. 🧠 #inverse,l'inverse est une arme secrète pour réussir. apprenez à inverser les problèmes pour en trouver les solutions. ,"['inverse', 'dispositif', 'entraînement', 'apte', 'amélioration', 'progrès']","[0.8977072238922119, 0.8290126323699951, 0.7943154573440552, 0.6334503889083862, 0.6168888211250305, 0.5868359804153442]"
3753,7503,inverse,positif,"Inverse-toi, mon ami, et tu découvriras des trésors cachés dans ton esprit. 🎉 #inverse","inverse-toi, mon ami, et tu découvriras des trésors cachés dans ton esprit. ","['inverse', 'contrevenant', 'dérive', 'dispositif', 'remplacement', 'ultérieur', 'bizarre', 'morceau', 'phrase', 'précaution', 'coupe', 'crucial', 'rappel', 'terminal', 'récit', 'dassault', 'prétexte']","[0.9633192420005798, 0.7865132689476013, 0.7342203855514526, 0.6996316909790039, 0.6883004903793335, 0.6785005927085876, 0.6584054827690125, 0.6276673674583435, 0.5711660981178284, 0.5544012784957886, 0.5416147112846375, 0.539183497428894, 0.5281683206558228, 0.5113814473152161, 0.5113611817359924, 0.507821798324585, 0.5048725605010986]"
3754,7504,inverse,positif,Inverse-moi ceci : 'Je suis trop petit pour' ! 🐇 Inverse-moi ceci : 'Je suis grand pour' ! 🦁 #inverse,inverse-moi ceci : 'je suis trop petit pour' ! inverse-moi ceci : 'je suis grand pour' ! ,"['inverse', 'contrevenant']","[0.6433200240135193, 0.6070177555084229]"
3755,7505,inverse,positif,L'inverse est une invitation à la créativité. Inverse les limites et crée ton propre monde. 🌌 #inverse,l'inverse est une invitation à la créativité. inverse les limites et crée ton propre monde. ,"['inverse', 'apte', 'crucial', 'dispositif', 'progrès', 'inspiration', 'rappel', 'amélioration', 'ultérieur', 'morceau', 'conviction', 'phrase']","[0.9245923757553101, 0.8087884187698364, 0.6702250838279724, 0.6650115251541138, 0.6543901562690735, 0.6449065804481506, 0.6399950385093689, 0.6399744153022766, 0.6273112893104553, 0.607001781463623, 0.5744668841362, 0.5008714199066162]"
3756,7506,inverse,positif,"Inverse-toi, toi-même, et tu découvriras des trésors inédits. Inverse-moi ceci : 'Je ne sais pas' ! 🌟 #inverse","inverse-toi, toi-même, et tu découvriras des trésors inédits. inverse-moi ceci : 'je ne sais pas' ! ","['inverse', 'dispositif', 'morceau', 'contrevenant', 'ultérieur', 'bizarre', 'dérive', 'malaise', 'phrase', 'prétexte', 'consécutif', 'récit', 'symptôme', 'rappel', 'crucial', 'touriste', 'critique', 'décor', 'sensation', 'internet', 'consultatif', 'piège', 'humeur']","[0.9718830585479736, 0.860359787940979, 0.8514477610588074, 0.8340327143669128, 0.8284304141998291, 0.8202221393585205, 0.8175572752952576, 0.8090052604675293, 0.7880121469497681, 0.7099631428718567, 0.6687679290771484, 0.6599782705307007, 0.6177961230278015, 0.6105054616928101, 0.6007128953933716, 0.5998837947845459, 0.5977093577384949, 0.5894775986671448, 0.550325334072113, 0.5382121801376343, 0.5377693176269531, 0.5156439542770386, 0.5024725794792175]"
3757,7507,inverse,positif,Inverse-moi ceci : 'Je suis trop fatigué pour' ! 🛌 Inverse-moi ceci : 'Je suis énergique pour' ! 💪 #inverse,inverse-moi ceci : 'je suis trop fatigué pour' ! inverse-moi ceci : 'je suis énergique pour' ! ,"['contrevenant', 'symptôme', 'inverse', 'épouvantable', 'malaise', 'déficite', 'bizarre', 'dépens', 'morceau', 'dérive', 'phrase']","[0.8456963300704956, 0.8345727324485779, 0.8045962452888489, 0.6553853750228882, 0.6384673118591309, 0.6016995906829834, 0.5860497355461121, 0.5738081336021423, 0.5614727735519409, 0.5552428364753723, 0.5111496448516846]"
